id;ref:FR:sncf:resarail;UIC;railway:ref;name;ref:FR:uic8
1976;FRCCN;8727101;SDE;Saint-Denis;87271015
1977;FRJDQ;8776290;SXA;Lyon Saint-Exupéry TGV;87762906
1978;FRCEH;8727203;SWY;Seugy;87272039
1979;FRCEG;8727202;VW;Villaines;87272021
1980;FRCEJ;8727205;TNT;Thieux - Nantouillet;87272054
1981;FRCEI;8727204;COJ;Compans;87272047
1982;FRCEM;8727209;ESC;Esches;87272096
1983;FRCEF;8727201;JAX;Jaux;87272013
1984;FRCEU;8727214;LEG;Les Grésillons;87272146
1985;FRCEV;8727219;LPK;Longueil-Annel;87272195
1986;FRCEY;8727228;CKX;Corcy;87272286
1987;FRIFP;8776187;LDO;Luc-en-Diois;87761874
1988;FRDIE;8776184;DIE;Die;87761841
1989;FRIFL;8776181;SIA;Saillans;87761817
1990;FRXBC;8776360;BRI;Briançon;87763607
1991;FRIHL;8776375;LRN;Laragne;87763755
1992;FRIHI;8776372;SRE;Serres;87763722
1993;FRIGV;8776346;EBN;Embrun;87763466
1994;FRIGS;8776342;CRG;Chorges;87763425
1995;FRIHC;8776355;LEE;L'Argentière Les Écrins;87763557
1996;FRIGZ;8776350;MDG;Mont-Dauphin - Guillestre;87763508
1997;FRASH;8776325;ASH;Aspres-sur-Buëch;87763250
1998;FRVDY;8776330;VDY;Veynes Dévoluy;87763300
1999;FRVLA;8776302;VCV;Valence TGV Rhône-Alpes Sud;87763029
2000;FRGAT;8776300;GAP;Gap;87763003
2001;FRBEP;8717285;ACP;Anchamps;87172858
2002;FRBEQ;8717287;FEP;Fépin;87172874
2003;FRTHE;8732819;T;Thésée;87328195
2004;FRBFI;8732832;BFM;Bibliothèque François Mitterrand;87328328
2005;FRBCZ;8717202;NOU;Nouzonville;87172023
2006;FRXCZ;8717200;CA;Charleville-Mézières;87172007
2007;FRBDD;8717206;DVI;Deville;87172064
2008;FRBDC;8717205;MME;Monthermé;87172056
2009;FRBDB;8717204;BYU;Bogny-sur-Meuse;87172049
2010;FRBDA;8717203;JGY;Joigny-sur-Meuse;87172031
2011;FRBDG;8717209;FUY;Fumay;87172098
2012;FRBDF;8717208;RV;Revin;87172080
2013;FRBDE;8717207;LFU;Laifour;87172072
2014;FRBDK;8717213;GVT;Givet;87172130
2015;FRBDJ;8717212;ARI;Aubrives;87172122
2016;FRBDI;8717211;VX;Vireux-Molhain;87172114
2017;FRBDH;8717210;HYB;Haybes;87172106
2018;FRTTP;8717217;PIX;Poix-Terron;87172171
2019;FRMHN;8717215;MN;Mohon;87172155
2020;FRBDO;8717218;LUQ;Lumes;87172189
2021;FRBDR;8717223;DEY;Donchery;87172239
2022;FRBDQ;8717222;VRM;Vrigne-Meuse;87172221
2023;FRBDP;8717221;NSM;Nouvion-sur-Meuse;87172213
2024;FRBDT;8717227;RTL;Rethel;87172270
2025;FRBDS;8717226;AMA;Amagne - Lucquy;87172262
2026;FRXSW;8717225;SED;Sedan;87172254
2028;FRBDZ;8717235;CAG;Carignan;87172353
2031;FRBEK;8717254;LIR;Liart;87172544
2032;FRQLS;8732802;CQS;Les Cauquillous;87328021
2033;FRBFV;8717440;MLP;Mourmelon-le-Petit;87174409
2034;FRSHT;8717444;SHT;Saint-Hilaire-au-Temple;87174441
2035;FRBFX;8717443;BYW;Bouy;87174433
2036;FRXCR;8717400;CM;Châlons-en-Champagne;87174003
2037;FRBFO;8717427;VYF;Vitry-le-François;87174276
2038;FRBHY;8717579;ET;Étain;87175794
2039;FRXVN;8717577;VDN;Verdun;87175778
2040;FRPYM;8717582;PYM;Pagny-sur-Meuse;87175828
2041;FRBGK;8717501;REV;Revigny;87175018
2042;FRBGJ;8717500;SDZ;Saint-Dizier;87175000
2044;FRBGL;8717506;NAE;Nançois - Tronville;87175067
2045;FRXBD;8717504;BLD;Bar-le-Duc;87175042
2046;FRBGN;8717509;J;Joinville;87175091
2047;FRBGS;8717514;EVE;Eurville;87175141
2048;FRBGR;8717513;BYD;Bayard;87175133
2049;FRBGQ;8717511;CIN;Chevillon;87175117
2050;FRBHA;8717525;CCY;Commercy;87175257
2051;FRLER;8717524;LER;Lérouville;87175240
2052;FRHIO;8732433;HSO;Hirson Écoles;87324335
2053;FRTGO;8732409;FTU;Futuroscope;87324095
2054;FRLFJ;8756691;CNJ;Lentilly Charpenay;87566919
2055;FRBCG;8717151;DOR;Dormans;87171512
2056;FRBCL;8717158;GEA;Germaine;87171587
2057;FRBCK;8717157;AAY;Avenay;87171579
2058;FRBCJ;8717156;AYN;Ay;87171561
2059;FRXEP;8717155;EPR;Épernay;87171553
2060;FRBCM;8717159;RAG;Rilly-la-Montagne;87171595
2061;FRBCO;8717161;VVM;Val-de-Vesle;87171611
2062;FRBCR;8717164;ZSX;Sept-Saulx;87171645
2063;FRBCQ;8717163;SLY;Sillery;87171637
2064;FRBCP;8717162;PWH;Prunay;87171629
2065;FRBCU;8717172;LXV;Loivre;87171728
2066;FRBCT;8717171;CIM;Courcy - Brimont;87171710
2067;FRAVR;8717170;AGK;Aguilcourt - Variscourt;87171702
2068;FRBCY;8717176;CCP;Coucy-lès-Eppes;87171769
2069;FRBCX;8717175;SER;Saint-Erme;87171751
2070;FRBCW;8717174;AMF;Amifontaine;87171744
2071;FRBCV;8717173;GUI;Guignicourt;87171736
2072;FREAH;8717192;CGV;Champagne-Ardenne TGV;87171926
2073;FRRHE;8717100;RE;Reims;87171009
2074;FRBBV;8717125;MPB;Montbré;87171256
2075;FRBBY;8717129;MIZ;Muizon;87171298
2076;FRBBX;8717127;RSN;Reims Maison Blanche;87171272
2077;FRBBW;8717126;TRT;Trois-Puits;87171264
2078;FRBCA;8717132;BPR;Breuil - Romain;87171322
2079;FRBBZ;8717131;JYV;Jonchery-sur-Vesle;87171314
2082;FRBCB;8717133;FI;Fismes;87171330
2084;FRRBO;8717146;BZT;Bazancourt;87171462
2085;FRGYM;8771514;RIW;La Rivière-Drugeon;87715144
2086;FRFRA;8771513;FRA;Frasne;87715136
2087;FRAND;8771510;AND;Andelot;87715102
2089;FRGYR;8771521;LGM;Labergement-Sainte-Marie;87715219
2090;FRGYN;8771515;XCB;Sainte-Colombe;87715151
2091;FRPTL;8771500;PTL;Pontarlier;87715003
2092;FRGYZ;8771532;CPG;Champagnole;87715326
2093;FRGZG;8771544;MOZ;Morez;87715441
2094;FRGZE;8771541;SLJ;Saint-Laurent-en-Grandvaux;87715417
2095;FRGZF;8771543;MKE;Morbier;87715433
2096;FRGZC;8771538;LXR;Chaux-des-Crotenay;87715383
2097;FRGZD;8771539;WFP;La Chaumusse - Fort-du-Plasne;87715391
2098;FRABG;8771800;BN;Besançon Viotte;87718007
2099;FRHAB;8771831;DNV;Dannemarie - Velesmes;87718312
2100;FRFOI;8771830;FOI;Franois;87718304
2101;FRHAD;8771833;RNH;Ranchot;87718338
2102;FRHAC;8771832;SVI;Saint-Vit;87718320
2103;FRGZZ;8771827;CSJ;Cousance;87718270
2104;FRSAR;8771829;SAR;Saint-Amour;87718296
2105;FRXLL;8771823;LLS;Lons-le-Saunier;87718239
2106;FRHAL;8771842;DLZ;Deluz;87718429
2107;FRTRN;8732234;TUN;Traou Nez;87322347
2108;FRHAK;8771841;NOV;Novillars;87718411
2109;FRHAM;8771843;LJY;Laissey;87718437
2110;FRHAJ;8771840;RBE;Roche-lez-Beaupré;87718403
2111;FRHAF;8771836;ORA;Orchamps;87718361
2112;FRGZO;8771811;TOB;Torpes - Boussières;87718114
2113;FRGZN;8771810;MFH;Montferrand - Thoraise;87718106
2114;FRGZM;8771801;BNM;Besançon Mouillère;87718015
2115;FRGZW;8771821;DBV;Domblans - Voiteur;87718213
2116;FRGZU;8771819;XLN;Saint-Lothain;87718197
2117;FRGZT;8771818;PGN;Poligny;87718189
2118;FRGZQ;8771813;LJL;Liesle;87718130
2119;FRGZP;8771812;BYB;Byans;87718122
2120;FRGZR;8771815;AOI;Arbois;87718155
2121;FRKHF;8732174;SZP;Penhoët;87321745
2122;FRMLR;8732367;NAD;Montluçon Rimard;87323675
2123;FRHBQ;8771886;MXB;Montbarrey;87718866
2124;FRACA;8771884;ACA;Arc-et-Senans;87718841
2125;FRMCD;8771883;MCD;Mouchard;87718833
2126;FRHAV;8771853;EAS;Étalans;87718536
2127;FRHAU;8771852;LHO;L'Hôpital-du-Grosbois;87718528
2128;FRHAX;8771855;AVO;Avoudrey;87718551
2129;FRHAW;8771854;LVN;Valdahon;87718544
2130;FRHAT;8771851;MIJ;Mamirolle;87718510
2131;FRHAS;8771850;SA;Saône;87718502
2132;FRHAQ;8771846;BDA;Baume-les-Dames;87718460
2133;FRTKN;8756242;AUL;Aulnat Aéroport;87562421
2134;FRHBN;8771860;VHC;Valdahon Camp Militaire;87718601
2135;FRMTO;8771861;MTO;Morteau;87718619
2136;FRHBA;8771857;GIL;Gilley;87718577
2137;FRLLE;8722326;LEW;Lille Europe;87223263
2138;FRGUX;8771233;VLA;Velars;87712331
2139;FRGUW;8771232;LWP;Lantenay;87712323
2140;FRGUV;8771226;BTQ;Bretigny - Norges;87712265
2142;FRGVK;8771262;LJK;Longecourt;87712620
2143;FRGVJ;8771260;OUS;Ouges;87712604
2144;FRGVM;8771267;CFJ;Chaugey;87712679
2145;FRFWW;8761808;GOL;Golfech;87618082
2146;FRFWV;8761805;PMV;Pommevic;87618058
2147;FRIAV;8761811;PJT;Pins-Justaret;87618116
2148;FRXRU;8746208;XAM;Chamonix Aiguille du Midi;87462085
2149;FRFWY;8761821;VNW;Villenouvelle;87618215
2150;FRFWX;8761820;MKJ;Montlaur;87618207
2152;FRGUP;8771202;RLY;Rully;87712026
2153;FRGXA;8771350;GCT;Gevrey-Chambertin;87713503
2154;FRGXC;8771352;NUI;Nuits-Saint-Georges;87713529
2155;FRGXB;8771351;VOT;Vougeot - Gilly-lès-Cîteaux;87713511
2156;FRGXF;8771358;FAE;Fontaines - Mercurey;87713586
2157;FRCGY;8771357;CGY;Chagny;87713578
2158;FRSLB;8771359;SLB;Santenay les Bains;87713594
2159;FRXBV;8771354;BEA;Beaune;87713545
2160;FRGXD;8771353;CGO;Corgoloin;87713537
2161;FRGXE;8771356;MAT;Meursault;87713560
2162;FRAIY;8771363;ASI;Aiserey;87713636
2163;FRGXI;8771362;SLN;Saulon;87713628
2164;FRSJL;8771365;SJL;Saint-Jean-de-Losne;87713651
2165;FRGXJ;8771364;BEP;Brazey-en-Plaine;87713644
2166;FRGXL;8771367;SEU;Seurre;87713677
2167;FRGWQ;8771332;CLG;Collonges;87713321
2168;FRGWP;8771331;GLS;Genlis;87713313
2169;FRGWS;8771334;AXO;Auxonne;87713347
2171;FRACE;8771341;DLE;Dole;87713412
2172;FRGXR;8771373;LHN;Louhans;87713735
2173;FRGXO;8771370;MRV;Mervans;87713701
2174;FRGXZ;8771383;SJQ;Saint-Julien - Clénay;87713834
2175;FRGXY;8771382;RFY;Ruffey;87713826
2176;FRGYB;8771385;IST;Is-sur-Tille;87713859
2177;FRGYA;8771384;GMX;Gemeaux;87713842
2178;FRGWE;8771313;MBA;Montbard;87713131
2179;FRGWF;8771315;NUR;Nuits sous Ravières;87713156
2180;FRGWC;8771311;LLA;Les Laumes Alésia;87713115
2181;FRGVY;8771307;BSB;Blaisy-Bas;87713073
2182;FRGVX;8771306;MLI;Mâlain;87713065
2183;FRGWA;8771309;TEY;Thenissey;87713099
2184;FRGVZ;8771308;VRR;Verrey;87713081
2187;FRGWJ;8771319;TNE;Tonnerre;87713198
2188;FRABA;8771304;DN;Dijon;87713040
2189;FRGVW;8771300;DPN;Dijon Porte Neuve;87713008
2190;FRFUG;8761380;VDC;Cordes - Vindrac;87613802
2191;FRFUO;8761389;VR;Villefranche-de-Rouergue;87613893
2192;FRFUM;8761387;SIR;Salles-Courbatiès;87613877
2193;FRFIG;8761309;FIG;Figeac;87613091
2194;FRFSD;8761307;AER;Assier;87613075
2195;FRFSL;8761317;DEG;Dégagnac;87613174
2196;FRFSI;8761314;GO;Gourdon;87613141
2197;FRCDC;8761310;CDC;Capdenac;87613109
2200;FRFST;8761325;SIH;Saint-Christophe-Vallon;87613257
2201;FRFSR;8761323;CRZ;Cransac;87613232
2202;FRFSQ;8761322;AVB;Aubin;87613224
2203;FRPEK;8775931;JOM;Saint-Joseph Le Castellas;87759316
2204;FRPEI;8775929;PCB;Picon Busserine;87759290
2205;FRFSB;8761305;GRT;Gramat;87613059
2206;FRFSA;8761304;RAP;Rocamadour - Padirac;87613042
2207;FRZAO;8761300;CAH;Cahors;87613000
2208;FRFTS;8761360;BAG;Bagnac;87613604
2209;FRVZD;8761366;VZ;Viviez - Decazeville;87613661
2210;FRFTD;8761339;ALS;Albias;87613398
2211;FRFTA;8761335;CSD;Caussade (Tarn-et-Garonne);87613356
2212;FRFSX;8761332;LNQ;Lalbenque - Fontanes;87613323
2213;FRRDZ;8761342;RDZ;Rodez;87613422
2214;FRFTI;8761348;LEX;Lexos;87613489
2215;FRFTH;8761347;LP;Laguépie;87613471
2216;FRFTG;8761346;NAJ;Najac;87613463
2217;FRFVT;8761549;VUG;Vielmur-sur-Agout;87615492
2218;FRXMZ;8761554;MZT;Mazamet;87615542
2219;FRFVV;8761552;LBG;Labruguière;87615526
2220;FRFWA;8761562;CMX;Carmaux;87615625
2221;FRFWD;8761567;TAN;Tanus;87615674
2222;FRCCF;8761528;CCE;Carcassonne;87615286
2223;FRFVN;8761537;GAG;Gragnague;87615377
2224;FRFVM;8761536;MCL;Montastruc-la-Conseillère;87615369
2225;FRFVL;8761535;RQE;Roquesérière - Buzet;87615351
2226;FRSST;8761534;SST;Saint-Sulpice (Tarn);87615344
2227;FRFVJ;8761532;RAB;Rabastens - Coufouleux;87615328
2228;FRFVI;8761531;LSU;Lisle-sur-Tarn;87615310
2229;FRFVS;8761548;DSP;Damiatte - Saint-Paul;87615484
2230;FRFVR;8761547;LVR;Lavaur;87615476
2231;FRMZQ;8761546;CT;Castres;87615468
2232;FRFVQ;8761541;MSS;Marssac-sur-Tarn;87615419
2233;FRFWF;8761573;NCE;Naucelle;87615732
2234;FRFWI;8761577;LPA;Luc-la-Primaube;87615773
2235;FRFWH;8761575;BAQ;Baraqueville Carcenac Peyralès;87615757
2236;FRFUT;8761505;BRM;Bram;87615054
2237;FRFVA;8761514;PMA;Pomas;87615146
2238;FRFUZ;8761513;VRZ;Verzeille;87615138
2239;FRFUY;8761512;CFW;Couffoulens - Leuc;87615120
2240;FRFUX;8761511;LZA;Lézignan-Corbières;87615112
2241;FRAMA;8761519;ALM;Albi Madeleine;87615195
2242;FRALB;8761518;AEI;Alet-les-Bains;87615187
2243;FRFVB;8761516;LMX;Limoux;87615161
2244;FRFVG;8761526;QUI;Quillan;87615260
2245;FRFVF;8761525;GAI;Gaillac;87615252
2246;FRTES;8761524;TES;Tessonnières;87615245
2247;FRFVE;8761522;KPG;Campagne-sur-Aude;87615229
2248;FRFVD;8761521;ESZ;Espéraza;87615211
2249;FRFVC;8761520;COI;Couiza - Montazels;87615203
2250;FRCTY;8761503;CTY;Castelnaudary;87615039
2251;FRFUP;8761501;VDL;Villefranche-de-Lauragais;87615013
2252;FRAFJ;8761500;AL;Albi;87615005
2253;FRZKH;8771073;EVT;École-Valentin;87710731
2254;FRFWK;8761601;AWG;Avignonet;87616011
2255;FRDEX;8736692;EBL;;87366922
2256;FRXHE;8775562;HYE;Hyères;87755629
2257;FRAAC;8775561;LUV;La Crau;87755611
2258;FRLPH;8775531;LPH;La Pauline - Hyères;87755314
2259;FRHZM;8775530;LGD;La Garde;87755306
2260;FRHZS;8775539;GFR;Gonfaron;87755397
2261;FRHZR;8775538;PIG;Pignans;87755389
2262;FRHZQ;8775537;CNS;Carnoules;87755371
2263;FRHZP;8775536;PVI;Puget-Ville;87755363
2264;FRHZO;8775535;CFU;Cuers - Pierrefeu;87755355
2265;FRHZN;8775533;SIP;Solliès-Pont;87755330
2266;FRHZU;8775542;VUB;Vidauban;87755421
2267;FRHZT;8775540;LEC;Le Luc - Le Cannet;87755405
2268;FRXRS;8775544;LAC;Les Arcs - Draguignan;87755447
2269;FRHZI;8775521;SAQ;Saint-Cyr Les Lecques - La Cadière;87755215
2270;FRHZL;8775526;LSM;La Seyne - Six Fours;87755264
2271;FRHZJ;8775523;OLL;Ollioules - Sanary-sur-Mer;87755231
2272;FRXBZ;8775522;BND;Bandol;87755223
2273;FRTLN;8775500;TLN;Toulon;87755009
2274;FRIAL;8775679;PEI;Peille;87756791
2275;FRIAK;8775678;PXT;Peillon Sainte-Thècle;87756783
2276;FRIAJ;8775677;DRA;Drap - Cantaron;87756775
2277;FRIAI;8775676;TVR;La Trinité Victor;87756767
2278;FRIAR;8775686;SDD;Saint-Dalmas de Tende;87756866
2279;FRIAQ;8775685;FTO;Fontan - Saorge;87756858
2280;FRBRR;8775683;BRE;Breil-sur-Roya;87756833
2281;FRIAO;8775682;SOP;Sospel;87756825
2282;FRIAN;8775681;TDE;Touët-de-l'Escarène;87756817
2283;FRIAM;8775680;ESR;L'Escarène;87756809
2284;FRIAU;8775689;VVA;Viévola;87756890
2285;FRIAT;8775688;TND;Tende;87756882
2286;FRIAS;8775687;WBI;La Brigue;87756874
2287;FRNIC;8775605;NE;Nice;87756056
2289;FRHZZ;8775630;VVP;Villeneuve-Loubet;87756304
2290;FRIAD;8775639;KAI;Cap-d'Ail;87756395
2291;FREZE;8775638;EZZ;Èze;87756387
2292;FRXBM;8775637;BUM;Beaulieu-sur-Mer;87756379
2293;FRVIM;8775636;VFH;Villefranche-sur-Mer;87756361
2294;FRNRI;8775635;NIR;Nice Riquier;87756353
2295;FRIAC;8775634;SNV;Saint-Laurent-du-Var;87756346
2296;FRIAB;8775633;CKG;Cros de Cagnes;87756338
2297;FRAAE;8775632;CGM;Cagnes-sur-Mer;87756320
2298;FRIAG;8775649;MNJ;Menton Garavan;87756494
2299;FRXMT;8775648;MEN;Menton;87756486
2300;FRIAF;8775647;KRL;Carnolès;87756478
2301;FRIAE;8775646;CQR;Roquebrune-Cap-Martin;87756460
2302;FRNSA;8775625;NIA;Nice Saint-Augustin;87756254
2303;FRFQI;8761155;LUG;Luzenac - Garanou;87611558
2304;FRXLT;8761153;AX;Ax-les-Thermes;87611533
2305;FRFQH;8761152;MLX;Mérens-les-Vals;87611525
2306;FRFQG;8761151;LHT;L'Hospitalet-près-l'Andorre;87611517
2307;FRFQF;8761150;PPM;Porté-Puymorens;87611509
2308;FRFQM;8761159;TRC;Tarascon-sur-Ariège;87611590
2309;FRFQK;8761157;CNB;Les Cabannes;87611574
2310;FRFQR;8761166;CDF;Castelnau-d'Estrétefonds;87611665
2311;FRFQQ;8761165;SJY;Saint-Jory;87611657
2313;FRFQO;8761162;JNV;Saint-Jean-de-Verges;87611624
2314;FRXFX;8761161;FX;Foix;87611616
2315;FRFQU;8761169;MNG;Montbartier;87611699
2316;FRFQT;8761168;DIP;Dieupentale;87611681
2317;FRFQS;8761167;GRI;Grisolles;87611673
2318;FRLSH;8775774;FYS;La Frayère;87757740
2319;FRIBM;8775773;RGN;Ranguin;87757732
2320;FRIBL;8775772;GRA;Grasse;87757724
2321;FRLSB;8775775;BQJ;Le Bosquet;87757757
2322;FRFPR;8761132;VIH;Varilhes;87611327
2323;FRSGN;8761130;XAE;Saint-Agne;87611301
2324;FRFPX;8761139;VQV;Venerque - Vernet;87611392
2325;FRFPW;8761138;AIE;Auterive;87611384
2326;FRFPV;8761137;CBT;Cintegabelle;87611376
2327;FRFPU;8761136;SRN;Saverdun;87611368
2328;FRFPT;8761135;VVT;Le Vernet d'Ariège;87611350
2329;FRPMS;8761134;PMS;Pamiers;87611343
2330;FRFPZ;8761143;LNT;Lacourtensourt;87611434
2331;FRPSS;8761140;PSS;Portet - Saint-Simon;87611400
2332;FRXTE;8761148;LTL;Latour-de-Carol - Enveitg;87611483
2333;FRFQB;8761146;COL;Colomiers;87611467
2334;FRFQA;8761145;LIX;Lavilledieu;87611459
2335;FRFRT;8761196;FEX;Fenouillet - Saint-Alban;87611962
2336;FRFRS;8761195;RLA;Route de Launaguet;87611954
2337;FRFRR;8761194;LZG;Lalande Église;87611947
2338;FRFRQ;8761193;KPL;Lardenne;87611939
2339;FRFRP;8761192;LYF;Colomiers Lycée International;87611921
2340;FRFRB;8761177;GAH;Gimont Cahuzac;87611772
2341;FRFQZ;8761176;AIT;Aubiet;87611764
2342;FRAUH;8761174;AH;Auch;87611749
2343;FRFQX;8761172;BAZ;Baziège;87611723
2344;FRFQV;8761170;EQ;Escalquens;87611707
2345;FRFRD;8761180;LIJ;L'Isle-Jourdain;87611806
2346;FRFRM;8761188;MOI;Moissac;87611889
2347;FRFRL;8761187;MSP;Malause;87611871
2348;FRFRK;8761186;VCD;Valence d'Agen;87611863
2349;FRFRI;8761185;LWG;Lamagistère;87611855
2350;FRFRH;8761184;MTB;Montrabé;87611848
2351;FRFRG;8761183;PBR;Pibrac;87611830
2352;FRFRF;8761182;BXL;Brax - Léguevin;87611822
2353;FRFRE;8761181;MWE;Mérenvielle;87611814
2354;FRFRN;8761189;CTN;Castelsarrasin;87611897
2355;FRXSK;8775752;SRV;Saint-Raphaël Valescure;87757526
2356;FRAFN;8775750;FRJ;Fréjus;87757500
2357;FRBSS;8761109;BSS;Boussens;87611095
2358;FRAAJ;8775759;MPV;Mandelieu-la-Napoule;87757591
2359;FRIBF;8775758;THM;Théoule-sur-Mer;87757583
2360;FRIBE;8775757;TYA;Le Trayas;87757575
2361;FRIBD;8775756;AHC;Anthéor Cap Roux;87757567
2362;FRAGY;8775755;AGH;Agay;87757559
2363;FRIBC;8775754;DRW;Le Dramont;87757542
2364;FRIBB;8775753;BOU;Boulouris sur Mer;87757534
2365;FRFPF;8761111;LTJ;Lestelle;87611111
2366;FRFPE;8761110;SYM;Saint-Martory;87611103
2369;FRMTJ;8761115;MTJ;Montréjeau - Gourdan-Polignan;87611152
2370;FRFPH;8761113;SGD;Saint-Gaudens;87611137
2371;FRFPG;8761112;LAX;Labarthe-Inard;87611129
2372;FRJCA;8775762;CAV;Cannes;87757625
2373;FRIBH;8775761;CAB;Cannes La Bocca;87757617
2374;FRIBK;8775769;BJO;Biot;87757690
2375;FRXAT;8775767;ATB;Antibes;87757674
2376;FRJLP;8775766;JAE;Juan les Pins;87757666
2377;FRIBJ;8775764;GLF;Golfe Juan Vallauris;87757641
2378;FRXMW;8761124;MBN;Montauban Ville Bourbon;87611244
2381;FRXYT;8761100;TE;Toulouse Matabiau;87611004
2382;FRFPD;8761108;MXA;Martres-Tolosane;87611087
2383;FRFPC;8761107;CZG;Cazères sur Garonne;87611079
2384;FRFPB;8761106;COA;Carbonne;87611061
2385;FRLNN;8761105;LNN;Longages - Noé;87611053
2386;FRFPA;8761104;FGA;Le Fauga;87611046
2387;FRFOZ;8761103;MET;Muret;87611038
2388;FRFRX;8761202;LEJ;Labège Village;87612028
2389;FRFRW;8761201;MQN;Montaudran;87612010
2390;FRFRV;8761200;LJJ;Labège Innopole;87612002
2391;FRHXV;8775152;ATJ;L'Ariane - La Trinité;87751529
2394;FRLES;8775160;LES;L'Estaque;87751602
2395;FRHXN;8775136;MEK;Pertuis;87751362
2396;FRHXM;8775132;MNQ;Manosque - Gréoux-les-Bains;87751321
2397;FRHXO;8775137;MEY;Meyrargues;87751370
2398;FRHXQ;8775143;SI;Simiane;87751438
2399;FRHXP;8775142;GDN;Gardanne;87751420
2400;FRQXB;8775140;AXP;Aix-en-Provence;87751404
2401;FRXCT;8775178;LTV;La Ciotat - Ceyreste;87751784
2402;FRHYE;8775177;CSI;Cassis;87751776
2403;FRHYD;8775175;AUB;Aubagne;87751750
2404;FRHYC;8775174;PHE;La Penne-sur-Huveaune;87751743
2405;FRHYB;8775171;PPO;La Pomme;87751719
2406;FRHYA;8775170;SMA;Saint-Marcel;87751701
2407;FRHYH;8775184;SAH;Sainte-Marthe en Provence;87751842
2408;FRPEJ;8775182;SNA;Saint-Antoine;87751826
2409;FRHYF;8775180;SEP;Septèmes;87751800
2410;FRCAA;8775123;SAU;Château-Arnoux-Saint-Auban;87751230
2411;FRHXE;8775120;SIO;Sisteron;87751206
2412;FRHXJ;8775127;LBO;La Brillanne - Oraison;87751271
2413;FRMSC;8775100;MSC;Marseille Saint-Charles;87751008
2414;FRMBC;8775108;MBC;Marseille Blancarde;87751081
2415;FRSEP;8741744;FRP;Franchet d'Esperey;87417444
2416;FRLEY;8741750;LCW;Lancey;87417501
2417;FRHZF;8775376;SON;Salon-de-Provence;87753764
2418;FRHZE;8775373;LMN;Lamanon;87753731
2419;FRHZD;8775371;S;Sénas;87753715
2420;FRHZC;8775370;ORG;Orgon;87753707
2422;FRHYK;8775320;SH;Saint-Chamas;87753202
2423;FRHYO;8775328;PDL;Pas des Lanciers;87753285
2424;FRHYM;8775325;RGC;Rognac;87753251
2425;FRMAZ;8775300;MAS;Miramas;87753004
2426;FRHYX;8775356;CRR;Carry-le-Rouet;87753566
2427;FRHYW;8775355;SPJ;Sausset-les-Pins;87753558
2428;FRHYV;8775354;CRQ;La Couronne Carro;87753541
2429;FRHYT;8775350;MTG;Martigues;87753509
2430;FRHYZ;8775358;NLO;Niolon;87753582
2431;FRHYY;8775357;RDS;La Redonne Ensuès;87753574
2432;FRHZA;8775365;ARS;Arles;87753657
2433;FRMCR;8775368;SMD;Saint-Martin-de-Crau;87753681
2434;FRPDB;8775345;PDB;Port-de-Bouc;87753459
2435;FRHYR;8775344;FOS;Fos-sur-Mer;87753442
2436;FRHYQ;8775342;RAU;Rassuen;87753426
2437;FRHYP;8775341;ISR;Istres;87753418
2438;FRHYS;8775349;XST;Croix Sainte;87753491
2439;FRDOV;8741373;EPU;Épouville;87413732
2440;FRDOT;8741372;MVL;Montivilliers;87413724
2441;FRDOS;8741371;JAC;Jacques Monod la Demi-Lieue;87413716
2442;FRDOR;8741370;HRF;Harfleur Halte;87413708
2443;FRDOW;8741374;ROL;Rolleville;87413740
2444;FRAEZ;8741301;LH;Le Havre;87413013
2445;FRLHG;8741320;LHG;Le Havre Graville;87413203
2446;FRDOK;8741337;FTA;Foucart - Alvimare;87413377
2447;FRDOI;8741335;BNT;Bolbec - Nointot;87413351
2448;FRBTB;8741334;BTB;Bréauté - Beuzeville;87413344
2449;FRYVE;8741338;YVT;Yvetot;87413385
2450;FRDOH;8741333;VVZ;Virville - Manneville;87413336
2451;FRDOG;8741332;EAH;Étainhus - Saint-Romain;87413328
2452;FRDOF;8741331;XLG;Saint-Laurent - Gainneville;87413310
2453;FRDOE;8741330;HAF;Harfleur;87413302
2454;FRDOQ;8741354;FEC;Fécamp;87413542
2455;FRAIE;8731901;AXV;Aix-en-Provence TGV;87319012
2456;FRNLB;8755907;WBY;Nevers Le Banlay;87559070
2457;FRSKR;8765479;RPA;Rosa Parks;87654798
2458;FRPSF;8716479;LPN;La Plaine Stade de France;87164798
2459;FRSFD;8716478;SFD;Stade de France Saint-Denis;87164780
2460;FRDPX;8741534;GLO;Glos - Montfort;87415349
2461;FRDPV;8741532;BGT;Bourgtheroulde - Thuit-Hébert;87415323
2462;FRDPZ;8741536;BEU;Brionne;87415364
2463;FRDQH;8741566;PAR;Pont-de-l'Arche;87415661
2464;FRDQC;8741560;VN;Vernon - Giverny;87415604
2465;FRDQG;8741564;SPY;Saint-Pierre-du-Vauvray;87415646
2466;FRDQE;8741562;GAA;Gaillon - Aubevoye;87415620
2467;FRDQM;8741589;BNR;Bonnières;87415893
2468;FRDQL;8741588;RSS;Rosny-sur-Seine;87415885
2469;FRVDR;8741587;VDR;Val-de-Reuil;87415877
2470;FRAFD;8741501;DE;Dieppe;87415018
2472;FRDPP;8741512;SBE;Saint-Aubin-sur-Scie;87415125
